eventID,volume,energy_MeV,x_mm,y_mm,z_mm
98,Collimator,0.648824,-59.4656,-14.5636,-575
98,Collimator,0.508591,-22.8277,-18.7782,-575
98,Collimator,0.840025,-16.0732,-10.3396,-575
98,Collimator,11.1991,-5.76949,8.1678,-540.133
98,Phantom,3.44098,-21.6485,-25.4035,-365
98,Scint1,3.44098,-28.7859,-31.3864,-202.5
98,DWC1,3.44098,-35.484,-37.001,-50
98,DWC2,3.44098,-46.4646,-46.2053,200
98,Collimator,8.10526,-2.19437,-28.2807,-575
98,Collimator,2.28791,-2.41075,-53.8328,-575
98,Phantom,5.95722,-5.16054,-8.51585,-365
98,Phantom,68.4279,-3.57571,-3.37558,-365
98,Scint1,68.4279,-5.04793,-4.60065,-202.5
98,DWC1,68.4279,-6.42956,-5.75032,-50
98,DWC2,68.4279,-8.69453,-7.63504,200
98,Scint2,68.4279,-12.2958,-10.6317,597.5
98,Phantom,9.36405,3.44353,-6.36599,-365
98,Scint1,9.36405,4.93041,-8.86202,-202.5
98,DWC1,9.36405,6.32579,-11.2044,-50
98,DWC2,9.36405,8.6133,-15.0445,200
98,Scint2,9.36405,12.2504,-21.1502,597.5
98,Collimator,4.75125,-6.62827,27.1156,-575
98,Collimator,0.461043,10.9626,-15.4884,-575
98,Collimator,1.78378,41.9498,-41.9789,-575
98,Collimator,1.40148,11.6594,28.1696,-575
98,Collimator,6.20508,5.14679,41.3406,-575
98,Phantom,2.11031,6.31673,-3.83231,-365
98,Scint1,2.11031,9.00385,-5.25985,-202.5
98,DWC1,2.11031,11.5256,-6.59953,-50
98,DWC2,2.11031,15.6597,-8.79574,200
98,Scint2,2.11031,22.2328,-12.2877,597.5
98,Phantom,19.7354,12.3585,-7.144,-365
98,Scint1,19.7354,17.5799,-9.96069,-202.5
98,DWC1,19.7354,22.48,-12.604,-50
98,DWC2,19.7354,30.5129,-16.9374,200
98,Scint2,19.7354,43.2853,-23.8275,597.5
98,Collimator,3.86908,-47.2942,34.7279,-575
98,Collimator,1.10505,-1.30604,16.3529,-575
98,Phantom,1.83477,2.55531,-2.48455,-365
98,Scint1,1.83477,3.67527,-3.35609,-202.5
98,DWC1,1.83477,4.7263,-4.174,-50
98,DWC2,1.83477,6.44931,-5.51483,200
98,Scint2,1.83477,9.18889,-7.64674,597.5
98,Phantom,1.8317,0.567212,-2.97942,-365
98,Scint1,1.8317,0.85719,-4.0578,-202.5
98,DWC1,1.8317,1.12932,-5.06981,-50
98,DWC2,1.8317,1.57544,-6.72884,200
98,Scint2,1.8317,2.28477,-9.36671,597.5
99,Collimator,33.6527,27.89,-44.7306,-575
99,Collimator,1.18594,26.7166,-35.0288,-575
99,Phantom,69.5313,11.9247,-6.35654,-365
99,Scint1,69.5313,16.8823,-9.02051,-202.5
99,DWC1,69.5313,21.5349,-11.5205,-50
99,DWC2,69.5313,29.162,-15.619,200
99,Scint2,69.5313,41.289,-22.1354,597.5
99,Phantom,3.18131,8.56551,-13.7218,-365
99,Scint1,3.18131,12.107,-19.4914,-202.5
99,DWC1,3.18131,15.4305,-24.9059,-50
99,DWC2,3.18131,20.8788,-33.7822,200
99,Scint2,3.18131,29.5417,-47.8955,597.5
99,Collimator,0.40127,-21.2308,-28.0118,-575
99,Cherenkov,0.510999,7.04531,-27.1744,-850
99,Collimator,8.63325,6.20864,-8.01644,-575
99,Collimator,0.510999,-2.29862,9.73223,-545.46
99,Collimator,0.519252,5.79943,-50.03,-575
99,Phantom,285.899,10.7539,-8.96733,-365
99,Scint1,285.899,15.2177,-12.7351,-202.5
99,DWC1,285.899,19.4067,-16.2711,-50
99,DWC2,285.899,26.274,-22.0677,200
99,Scint2,285.899,37.193,-31.2844,597.5
99,Phantom,6.03184,6.69417,-9.01688,-365
99,Scint1,6.03184,9.44345,-12.8058,-202.5
99,DWC1,6.03184,12.0235,-16.3616,-50
